key|S_Kr|S_Jp
40011|말괄량이 데이트|楽しい一日
40012|치어리더 스타|チアリーダースター
40013|별빛 마법소녀|星の魔法少女
40014|사랑의 사진작가|愛の写真家
40015|지금은 휴식 타임!!|今は休憩中！
40016|뜨끈한 찜질방|ホットサウナ
40017|핵주먹 아리엘|メガパンチ☆アリエル
40018|사격의 달인|射撃の達人
40019|아이스 바디체크|アイスボディチェック
40020|잠꾸러기|寝ぼすけ
40021|포켓볼 여신|ビリヤードの女神
40022|그녀의 유혹|彼女の誘惑
40023|산골 소녀|カントリーガール
40024|꼬마의 잠옷|リトルガールズパジャマ
40025|푸른 여신의 파자마|女神の青パジャマ
40026|펌킨 걸|パンプキンガール
40027|미스 뱀파이어|ミスヴァンパイア
40028|섹시 고스트|セクシーゴースト
40029|잔혹한 여해적|残酷な女海賊
40030|밤을 베는 소녀|ナイトスラッシャー
40031|귀여운 마왕|可愛い魔王
40032|오로라 공주|プリンセスオーロラ
40033|여우 사냥꾼|フォックスハンター
40034|앙증맞은 비키니|キューティービキニ
40035|아찔한 유혹|セクシービキニ
40036|푸른 바다 비키니|ブルーパールビキニ
40037|Sexy Bomb|セクシーボム
40038|에메랄드빛 소녀|エメラルドシャインビキニ
40039|크리스마스 여신|クリスマスの女神
40040|귀여운 산타 요정|クリスマスの妖精
40041|신나는 캐롤 병정|クリスマスキャロル
40042|당신만의 산타|マイリトルサンタ
40043|고양이 산타|猫サンタ
40044|궁중한복 유영|伝統衣装ミオン
40045|어우동 렌|伝統衣装リウレン
40046|꽃보다 넬라|伝統衣装ネーラ
40047|퓨전한복 마리나|伝統衣装マリーナ
40048|사랑의 큐피트|愛のキューピット
40049|정의의 제우스|正義のゼウス
40050|미의 아프로디테|美のアフロディーテ
40051|지혜의 아테나|知恵のアテナ
40052|발랄한 신입생|溌刺とした新入生
40053|수업 중 티타임|授業中ティータイム
40054|새침한 여학생|何食わぬ顔をした女子学生
40055|외계에서 온 학생|外界から来た学生
40056|하이스쿨 걸!!|ハイスクールかける!!
40057|캔디팝 사라|キャンディポップ サラ
40058|배틀슈트 옐로우|バトルスーツ イエロー
40059|배틀슈트 레드|バトルスーツ レッド
40060|배틀슈트 블루|バトルスーツ ブルー
40061|배틀슈트 핑크|バトルスーツ ピンク
40062|배틀슈트 퍼플|バトルスーツ パープル
40063|외로운 늑대 소피아|孤独なオオカミ ソフィア
40064|다람쥐 소녀 카렌|リス少女カレン
40065|하얀 양 람다|白いようにラムダ
40066|사막여우 니콜|砂漠キツネ ニコル
40067|고양이소녀 니나|猫少女ニナ
42001|기본|基本
42002|상큼한 블루 스프라이프로 포인트를 둔 심플한 비키니\nby 정이영|さわやかなブルースープライフでポイントを置いたシンプルなビキニ\nby ティナ
42003|알록달록한 핑크 플로럴 패턴의 화사한 비키니\nby 하나자와 레나|色とりどりなピンク フローラル パターンの豪華なビキニ\nby レナ
42004|블랙 튜브탑과 레이스로 포인트를 맞춘 섹시한 비키니\nby 에밀리 윈저|ブラック チューブ塔とレースでポイントを合わせたセクシーなビキニ\nby エミリー
42005|강렬한 레드 컬러로 섹시함을 강조한 홀터넥 비키니\nby 아리엘 로시|強烈なレッド カラーでセクシーさを強調したホルダーネック ビキニ\nby アリエル
42007|우아한 화이트 컬러로 볼륨감을 살린 스트링 비키니\nby 레아|優雅なホワイト カラーでボリューム感を生かしたストリングビキニ\nby レア
42008|정열적인 주황색 컬러의 기능성 레쉬가드 서핑복\nby 율리아 림|情熱的なだいだい色カラーの機能性レシュィガドゥサーフィン福\nby ユリア
42009|흰색 파스텔 톤의 스포티한 느낌을 가진 테니스 복\nby 정이영|白色パステルトーンのスポーティーな感じを持つテニス福\nby ティナ
42010|간식거리 비용을 마련하기 위해 인형 아르바이트를 시작한 레나\nby 하나자와 레나|おやつの材料費用を用意するために人形アルバイトを始めたレナ\nby レナ
42011|누군가와의 데이트를 위해 한껏 멋을 낸 레나의 드레스\nby 하나자와 레나|誰かとのデートのために精一杯おしゃれしたレナのドレス\nby レナ
42012|VICTORY!! VICTORY!!\nby 에밀리 윈저|VICTORY!! VICTORY!!\nby エミリー
42013|정의를 위해 악을 처단하는 마법소녀\nby 에밀리 윈저|定義のために悪を処断する魔法少女\nby エミリー
42014|사진 공모전에 출전할 작품을 위해 해변을 방문한 소녀\nby 로즈 러들럼|写真公募展に出場する作品のために浜辺を訪問した少女\nby ローズ
42015|소중한 곰돌이와 함께 편한한 휴식을 즐겨요~\nby 정이영|大切なクマとともに気楽なある休息を楽しむ～\nby ティナ
42016|레나와 함께 뜨거운 찜질을 하러가요!\nby 하나자와 레나|レナとともに熱い湿布をしに行きます!\nby レナ
42017|나비처럼 날아 벌처럼 쏜다.\nby 아리엘 로시|蝶々のように飛んでハチのように撃つ.\nby アリエル
42018|대나무 총도 맞으면 아플껄요?\nby 아리엘 로시|竹銃も合えばアプルコリョ?\nby アリエル
42019|꼬마라고 얕봤다간 큰 코 다칠껄!\nby 율리아 림|子供だと軽く見ては大きい鼻タチルコル!\nby ユリア
42020|나는 기린이랑 잘꺼예요! \nby 율리아 림|私はキリンとチャルコイェヨ! \nby ユリア
42021|한 큐로 승부를 내주지! \nby 레아|あるキューで勝負を渡すだろう! \nby レア
42022|푸른색 고급 비단으로 제작된 도도한 느낌의 잠옷\nby 레아|青い色高級シルクで製作されたとうとうたる感じの寝巻\nby レア
42023|휴가를 맞아 고향으로 놀러간 소녀\nby 로즈 러들럼|休暇をむかえて故郷へ遊びに行った少女\nby ローズ
42024|귀여운 토끼 인형과 잠들기 전의 소녀\nby 로즈 러들럼|可愛いウサギ人形と寝つく前の少女\nby ローズ
42025|시원한 블루 컬러를 사용한 파자마\nby 에밀리 윈저|すっきりしたブルーカラーを使ったパジャマ\nby エミリー
42026|우습게 보다가는 큰 코 다칠 걸?\nby 엘린 밀러|見くびっていてはひどい目にあえば良かったのに?\nby エリン
42027|당신의 맛을 느껴보고 싶어요~\nby 타냐 브라운|あなたの味を感じたい～\nby ターニャ
42028|제 곁에서 도망치지 말라구요!\nby 지앙 룬메이|私のそばで逃げないよ!\nby メイ
42029|내 마음을 받아주지 않으면, 잔혹한 광경을 보여주겠어!\nby 한나 피셔|私の心を受け入れなければ、残酷な光景を見せるよ!\nby ハンナ
42030|제게 반항하면 베어버릴 지도 모른다고욧!!\nby 에노모토 츠바사|私にさからえば切ってしまうかもモルンダゴヨッ!!\nby ツバサ
42031|같이 마왕의 성으로 놀러가실래요?\nby 세실 레니에|一緒に魔王の性に遊びに行かれますか？\nby セシル
42032|저와 함께 신비로운 별자리 여행을 떠나실래요?\nby 로즈러들럼|私とともに神秘な星座旅行に出発されますか？\nby ローズ
42033|사냥감은 놓치지 않아요!\nby 아리엘 로시|獲物はのがさないです!\nby アリエル
42034|특제 복어 폭탄을 받아랏!!!\nby 엘린 밀러|特製ふぐ爆弾をパダラッ!!!\nby エリン
42035|제 품에 안겨보시겠어요?\nby 타냐 브라운|私ふところに抱かれてみますか？\nby ターニャ
42036|서방님과 함께 저 푸른 바다로~\nby 에노모토 츠바사|夫と共にあの青い海で～\nby ツバサ
42037|섹시함이란 바로 이런 거죠.\nby 세실 레니에|セクシーさという（のは）すぐにこうしたことでしょう.\nby セシル
42038|가끔은 시원한 해변가를 산책하는 것도 좋아요.\nby 한나 피셔|時々はすっきりした浜辺のほとりを散歩するのも良いです。\nby ハンナ
42039|오늘은 특별히 함께 있고 싶네요….\nby 정이영|今日は特に一緒にいたいですね….\nby ティナ
42040|제가 만든 쿠키가 먹고 싶은가요~?\nby 일라이다 만|私が作ったクッキーが食べたいのですか～?\nby イライザ
42041|저와 함께 크리스마스 축제를 즐기러 가요!!\nby 아리엘 로시|私とともにクリスマス祭りを楽しみに行きます!!\nby アリエル
42042|영원히 당신만을 기쁘게 해주고 싶어요.\nby 에노모토 츠바사|永遠にあなただけをうれしくしてあげたいです。\nby ツバサ
42043|내게 줄 선물은 준비됐냐옹~?\nby 민 유현|私に渡すプレゼントはチュンビドェンニャオン～?\nby シオン
42044|깊은 멋과 우아한 기품이 담긴 민 유영의 궁중 한복|優雅で品のあるミオンの伝統衣装
42045|세련된 아름다움이란 이런 것이죠?\nby 리우 렌|洗練された美しさとはこういうことでしょう。\nbyリウレン
42046|꽃보다 아름다운 넬라의 귀여운 한복|花より美しいネーラの可愛い伝統衣装
42047|전통의 멋에 현대적 감각을 새로 입힌 마리나의 퓨전 한복|伝統的な美しさに現代的感覚を取り入れたマリーナの衣装
42048|사랑의 화살을 빵야빵야~♥\nby 세실 레니에|愛の矢をパンヤパンヤ～\nbyセシル
42049|잡았다 요놈!! 정의의 심판을 내려주지!\nby 엘린 밀러|捉えてこいつ!! 定義の審判を下ろすだろう!\nbyエリン
42050|나의 완벽한 매력에 빠졌나요?\nby 한나 피셔|私の完ぺきな魅力に陥ったんですか?\nbyハンナ
42051|힘든 일이 있을땐 저를 부르세요.\nby 에노모토 츠바사|大変なことがある時は私を呼んでください。\nbyツバサ
42052|새로운 친구들과 함께할 생각에 두근두근해요~♥\nby 레이첼 스튜어트|新しい友達らと共にするつもりにドキドキします～〓〓nbyレイチェル
42053|티타임은 어떤 상황에서도 지켜져야 해요!\nby마리아 리가스코스|ティータイムはどんな状況でも守られなければなりません!\nbyマリア
42054|흥! 내 옆자리를 앉고 싶은거야??\nby루나 한센|ふん!私の隣の席を座りたいの？?\nbyルナ
42055|좀 더 많은 것을 너와 함께 배우고 싶어~\nby 큐|もう少し多くのことを君とともに習いたくて～\nby Q
42056|저한테 사탕을 받고 싶으시면 좀 더 노력하세요!\nby 빅토리아|私にアメを受けたければもう少し努力してください!\nbyヴィクトリア
42057|자꾸 그러면 한대 맞을 줄 알아욧!!\nby 사라 안데르센|度々すると漢大合うだろうとアラヨッ!!\nbyサラ
42058|리프에서 오랜 기간동안 한땀한땀 장인정신으로 만든 아리엘 로시의 오렌지색 배틀슈트.|リーフで長い間の期間の間ある汗ある汗匠の精神で作ったアリエルのオレンジ色バトルスーツ.
42059|리프에서 오랜 기간동안 한땀한땀 장인정신으로 만든 정이영의 붉은색 배틀슈트.|リーフで長い間の期間の間ある汗ある汗匠の精神で作ったティナの赤い色バトルスーツ.
42060|리프에서 오랜 기간동안 한땀한땀 장인정신으로 만든 레아의 푸른색 배틀슈트.|リーフで長い間の期間の間ある汗ある汗匠の精神で作ったレアの青い色バトルスーツ.
42061|리프에서 오랜 기간동안 한땀한땀 장인정신으로 만든 릴리 피셔의 분홍색 배틀슈트.|リーフで長い間の期間の間ある汗ある汗匠の精神で作ったリリーのピンク色バトルスーツ.
42062|리프에서 오랜 기간동안 한땀한땀 장인정신으로 만든 켈런 브라운의 보라색 배틀슈트.|リーフで長い間の期間の間ある汗ある汗匠の精神で作ったトレーシーの紫色バトルスーツ.
42063|저의 외로움을 달래주세요.\nby 소피아 디미트로프|私の孤独だということを慰めてください。\nbyソフィア
42064|찍찍! 찍찍찍!!!\nby 카렌 베르가라|チュウチュウ!チュウチュウびりっと!!!\nbyカレン
42065|푹신푹신한 저의 품에 안겨보실래요?\nby 람다|ふわふわした私のふところに抱かれてみますか？\nbyラムダ
42066|왠지 버섯이 땡기는데~?\nby 니콜 마틴|なぜかキノコが引きつけるのに～?\nbyニコル
42067|사령관님 같이 사진찍어요~치즈♡\nby니나 크루거|司令官様一緒に写真撮る～チーズ〓〓nbyニナ
44000|탄생일|誕生日
44001|혈액형|血液型
44002|신장|身長
44003|3 사이즈|3サイズ
44004|좋아하는 것|好きなもの
44005|싫어하는 것|嫌いなもの
44006|좋아하는 음식|好きな食べ物
44007|이상형|好きなタイプ
44008|남에게 말할 수 없는 비밀|秘密
44009|체중|体重
44010|장래희망|将来の夢
44011|나만의 보물|宝物
50000|오비디언스(Obedience, 복종) 육체와 정신을 지배하는 외계 물질|「オビディオンス(Obedience)」\nそれは、肉体と精神を支配する宇宙物質。
50001|매드 사이언티스트 카인은 그 힘에 집착한 나머지\n동생 에이벨의 연구를 빼앗고 살해한다|マッドサイエンティスト「カイン」は、その力に魅了され、\n研究者である、弟「アベル」を殺害し、オビディオンスを強奪。
50002|카인은 오비디언스를 백신으로 속여 전 세계에 퍼트렸고\n감염된 사람들은 순식간에 세뇌되어 이내 복종했다|カインは、それを伝染病のワクチンと偽り、全世界にばら撒いた。\nオビディオンスを投与された人々は洗脳され、カインに服従した。
50003|프로센이라는 이름의 제국을 세운 카인은 스스로 황제라 칭하고|力を手に入れたカインは、自らの組織を帝国「プレセン」と宣言。
50004|파괴와 무자비한 학살로 인류를 공포에 몰아 넣으며\n자신이 꿈꾼 세상의 주인이 됐다는 걸 알렸다|皇帝と名乗り、全世界に宣戦布告した彼は、圧倒的な破壊と虐殺で、人々に服従を迫った。
50005|리버레이션(Liberation, 해방)\n오비디언스에 내성을 가진 사람들이 각지에서 나타났고|時を同じく、オビディオンスに耐性を持った者が各地で現れ始めた。\n人々は彼らを「リベレーション(Liberation)」と呼んだ。
50006|이들을 통해 내성이 생긴 생존자들은 힘을 모아 저항 세력을 만들었다.|帝国の脅威を恐れた彼らは、生存者達と結託し、\n対帝国組織「R.E.A.P.（リーフ）」を設立。
50007|그렇게 창설된 특수 부대의 이름은 여신의 키스(GoddessKiss)|リーフは、帝国の機甲師団に対抗すべく、\n少数精鋭の機甲部隊「Goddess Kiss」を編成。
50008|저항군은 제국군을 쓰러뜨리며 고통 받는 인류를 해방시켜나갔다\n수세에 몰린 제국군|「Goddess Kiss」に配備された少女たちは、兵器を駆り、\n激しい戦いに身を投じる。
50009|그렇게 여신의 키스는 계속해서 승승장구할 줄 알았다.|帝国軍を倒し、再び平和を取り戻すその日まで。
50100|대원들, 이곳은 우리에게 매우 중요한 고지다. 명심하도록!|いいか、これは我々にとって大事な作戦だ。失敗は許されないぞ！
50101|츠바사, 듣고 있어?\n지금까지 서포트를 잘 해줬으니, 오늘은 마음껏 날뛰어도 좋아.|ツバサ、聞こえるか？　前回はサポートに徹してくれたからな。\n今回は思う存分暴れていいぞ。
50102|이영, 오늘은 나서지 말고 뒤에서 서포트 해주길 바란다.|ティナは偵察を頼む。
50103|좋아, 이한.\n마음껏 날뛰라니, 간만에 좋은 말 하는군.\n기꺼이 네 뜻대로 해주지.|承りました、司令官。わたくしが部隊の刃となり、敵を殲滅いたしましょう！
50104|쳇, 츠바사만 챙기고 나는 왜 뒤에서 구경이나 하라는 거야?|兄さ……司令官！　私だって前線で戦えます！！\nなぜ私が偵察なのですか！？
50105|정 이영 중위, 뭐 하나! 정신 차려, 작전 중이다.|偵察も重要な役目だ。信頼しているからな、ティナ。
50106|네네~ 갑니다 가요~|くっ！　……わかりました。\nそれではキャンプ付近の偵察へ向かいます。\n次は、前線で活躍させてくださいね！
50107|쳇, 시시하군. 이대로 본진까지 갈까?|それにしても、敵の数が少ないですね。\nこのまま本陣まで攻め入ってもいいのでは？
50108|아니, 애초에 [A200FF]오비디언스[-] 회수가 목적이니 아무래도 여기까지 하는 게 좋겠어.|いや、作戦目標は[A200FF]オビディオンス[-]の回収だ。\nそこまで深入りする必要はないだろう。
50109|좀 아쉽네. 이제 막 달아올랐는데…\n그런데 이영은 아까부터 보이지 않는데 어디 갔지?|せっかく身体が温まってきたところでしたのに。\nあら？　司令官、あれはなんでしょう？
50110|이영. 정 이영? 정 이영 중위, 어디 있지?\n응답해라! 정 이영 중위!|あ、あれは帝国の巨大戦艦！？　まずいぞ、ティナが危ない！！\nおい、ティナ中尉。聞こえるか！？
50111|제국군 주둔지에요~ 근데 다들 도망간 것 같은데?|たった今、帝国軍のキャンプ付近に到着しました。\n敵の反応はないようですが……。
50112|앗! 여기에 [A200FF]오비디언스[-]가 있습니다. 회수 하겠습니다.|……あ、あれは[A200FF]オビディオンス[-]？\nまさか目標がこんなところにあるなんて！\n回収し、撤退します。
50113|이 바보야, 당장 나와!! 함정이다!!|駄目だ、至急そこを離れろ！　それは我々をおびき寄せるための罠だ！！
50114|함정이라니... 대체 무슨 소리야?|えっ、罠って？
50115|자, 잠깐 저건 뭐지!?|何かがこっちに向かって……あれは、帝国軍！？
50116|츠바사, 츠바사!!\n어서 대원들을 데리고 퇴각한다!|ツバサ、作戦は中止だ。今すぐ部隊を撤退させろ！！
50117|알았어!\n대원들을 데리고 돌아가겠다. 그런데 한은?|承りました！　しかし、司令官はどうするのですか？
50118|이영, 내가 시간을 벌 테니 빨리 츠바사가 있는 곳으로 합류해.\n어서!!|ティナを救出する！　ティナ、私が時間を稼ぐ間にツバサと合流しろ！
50119|오, 오빠는!!|ダメです！　兄さんを置いて行けません！
50120|뭐해, 빨리 가!\n명령이다!!|グズグズするな！　早く行け。これは命令だ！！
50121|이 몸을 귀찮게 하던 [0099FF]여신의 키스[-]의 리더를 만나게 되다니 이거 영광이군.\n그럼, 그에 걸맞게 지옥불로 적셔주지~|まさか[0099FF]Goddess Kiss[-]の司令官が引っかかるとはな。ふふ、いい機会だ。
50122|다 죽어버려라!!!크핫핫핫핫핫핫핫!!!|ここで貴様の息の根を止めてやろう！！
50123|그것이 오빠의 마지막 모습이었다.\n그리고 [0099FF]여신의 키스[-]도 나 때문에 엉망이 되어 버렸다.\n그때 명령을 제대로 따랐다면 이런 일들은 일어나지 않았을 텐데…|兄さんの姿を見たのはそれが最後だった。\nそして、司令官を失った精鋭部隊[0099FF]Goddess Kiss[-]も、散り散りになってしまった。\nあの時、私が罠に気付いてさえいれば……。
50124|1년 후|～1年後～
50125|안녕하세요. 저는 레이첼 스튜어트입니다.\n총장님의 비서로 근무 중이죠.\n편하게 레이첼이라고 부르세요.|こんにちは！　私はレイチェル。\n「R.E.A.P.」総長の第1秘書です。\n気楽にレイチェルと呼んでくださいね。
50126|총장님께서 어쩐 일인지 특별히 챙겨주시라 하셨으니 앞으로 잘 부탁 드립니다.|総長よりあなたの面倒を見てほしいと聞いていますので、色々とご案内しますね！\n今後ともよろしくお願いします！
50127|먼저 기지에서 사용할 닉네임을 입력해 주시겠어요?\n본명도 좋고, 별명도 좋습니다.|まずは、あなたの名前を教えていただけませんか？
50128|네. [00DEFF]{0}[-]님.\n[0099FF]여신의 키스[-]의 임시 사령관으로 부임하신 걸 환영합니다.|[00DEFF]{0}[-]様ですね。\n[0099FF]Goddess Kiss[-]司令官への就任を歓迎します。
50129|아시겠지만 부대 상태가 말이 아니라 재정비가 시급합니다.\n먼저 전투에 나설 파일럿을 임명해주세요.|ですが、この基地はほとんどの機能を失っており、早急に立て直さなくてはなりません。\nまずは、敵の襲撃に備え、戦闘可能なパイロットをスカウトしておきましょう。
50130|파일럿 임명은 기지 중심부에 있는 사령부에서 하실 수 있습니다.|パイロットの任命は基地の中核にある「司令部」で任命できますよ。
50131|파일럿을 임명하기 위해서는 해당 파일럿의 훈장을 충분히 보유하고 있어야 합니다.|パイロットへ任命するには、\n該当パイロットのメダルを十分に所持していないといけません。
50132|마침 정이영 중위가 충분한 훈장을 가진 채 임명 대기 중이네요.\n그녀를 임명하세요.|丁度、ティナ中尉のメダルがありますね。彼女を任命してみましょう。
50133|역시, 어느 정도 예상은 했지만… \n아무튼 잘 부탁합니다.|あなたがあの……。いえ、失礼しました。\n以後、よろしくお願いします。
50134|오호! 정이영씨가 합류 했군요!\n예전 일도 있고 하니 [00DEFF]{0}[-]님이 잘 챙겨주세요.|ティナ中尉が合流しましたね！\n[00DEFF]{0}[-]司令官、ティナ中尉のことをよろしくお願いします。
50135|[0099FF]여신의 키스[-]는 매일 [0099FF]리프[-]로부터 각종 보물들을 받고 있습니다.|そうそう、[0099FF]Goddess Kiss[-]は毎日[0099FF]R.E.A.P.[-]から補給物資を受け取っているんです。
50136|유능한 파일럿과 부대 운영에 필요한 보물들을 받으실 수 있으니 항상 신경 쓰셔야 합니다.\n마침 보물들이 도착할 시간이니 저와 함께 보물상자로 가시죠~|部隊に必要な物資がもらえるので受け取っておくと何かとお得ですよ。\nそうですね、ちょうど補給物資が到着する時間なので私と一緒に行ってみましょう～。
50137|레이첼이 남자를 데려왔네? 아, 대장이라고?|あれー？　男連れなんて、レイチェルも隅に置けないですねー！\n……え、新しい司令官なんですか！？
50138|오, 그래, 잘 왔어요. 나는 자넷, [0099FF]여신의 키스[-] 보물상자 담당입니다.\n보물에는 이것저것 있지만, 간혹 전속된 파일럿을 임명하거나 전투에 필요한 아이템을 얻을 수 있죠.|ウェルカム！　あたしは[0099FF]Goddess Kiss[-]補給担当のジャネットです。\nここでは役立つアイテムやパイロットを獲得することができますよ！
50139|어디 보자… 옳지~\n[일반 보물]을 확인해주세요.|百聞は一見にしかず！　試しに「プレミアムガチャ」を利用してみましょー。\n本当はダイヤが必要なんですけど、先に総長から頂いているので。\nお気に入りって噂、本当だったんですね！
50140|참! 앞으로 [고급 보물]도 같이 받기로 했습니다.\n이런 경우는 잘 없는데, 반 총장님이 [00DEFF]{0}[-]님을 무척 신경 써주시나 보네요.\n한 번 확인 해보세요.|では[プレミアムガチャ]もやってみましょー！\n本当はダイヤが必要なんですけど、今回の分は、総長から頂いているので。\nお気に入りって噂、本当だったんですね！
50141|앗! 우리 대장님!?\n처음으로 부대에 배정받게 되었어요.\n앞으로 잘 부탁 드립니다.|初めまして、司令官！　配属されたばっかりで不安だけど、精一杯頑張るからよろしくね！
50142|훗, 운이 좋으신데요?\n지금처럼 보물에 파일럿이 배정되는 경우가 종종 있죠.|BINGO！　中々腕が立ちそうなパイロットじゃないですか。司令官は強運の持ち主ですね！
50143|일반적으로 보물은 기다려야 받을 수 있지만, 급하시면 골드나 다이아를 사용해 보물을 받을 수 있습니다.|今回は特別でしたけど、本当はダイヤが必要になりますからね。\nダイヤをためて、バンバンスカウトしちゃってくださいね♪
50144|필요하신 게 있다면 언제든지 찾아오세요.\n내가 정말 잘해 줄게요~ 무슨 말인지 알죠?|では、必要なものがあればいつでもきてください。\n待ってま～す！
50145|앗! [00DEFF]{0}[-]님.\n아군 점령지역 내에 있는 민간인 보호소 주변으로 제국의 정찰 부대로 보이는 수상한 움직임을 포착했다는 정보입니다. 출격하시죠!|[00DEFF]{0}[-]司令官。\n民間人保護施設周辺で帝国の偵察部隊と思われる怪しい影を確認したと情報が入りました。\nさぁ、出撃しましょう！
50146|첫 전투를 멋지게 승리했네요!|お疲れ様でしたー！\n見事、初陣を勝利で飾りましたね！
50147|전투에서 획득하신 전리품들은 유용하게 사용될 수 있어요.|戦闘で獲得した戦利品は有効活用できますよ。
50148|가령, 전리품 중 '훈련 티켓'을 사용해 보다 빠르게 파일럿들을 성장 시킬 수 있죠.|たとえば、戦利品の「訓練チケット」を使用してパイロットを\nより早く成長させたりですね。
50149|유능한 파일럿들이지만 평소 반복된 훈련이 더 중요하다는 건 잘 아실 테니, 이제 사령부로 이동하시죠.|有能なパイロットでも日ごろの訓練は欠かせません。\nそれでは早速、司令部に移動して使ってみましょう！
50150|오랜만에 훈련으로 좀 더 강해진 것 같아요.\n흠… 왠지 [00DEFF]{0}[-]님이 앞으로 잘 이끌어 갈 것 같다는 생각이 드네요.|少し体のキレが戻ったような気がします。\n的確な訓練指導、ありがとうございます。
50151|[00DEFF]{0}[-]님!\n섬 중앙으로 제국의 수색부대가 진격 중이라는 보고입니다.|[00DEFF]{0}[-]司令官、緊急です！\nピーチアイランドの中央で、帝国軍の部隊が発見されたという報告がありました。
50152|더 많은 파일럿들이 있다면 전투가 수월한 건 사실이지만, 당장은 지원이 힘들 것 같은데…|本部への増援要請は、既に却下されてしまいました。私たちで何とかするしかありません。
50153|전투가 부담되시겠지만, 전투에서 승리하는 것 만큼 실력 입증에 확실한 건 없어요.\n전투를 머릿수만 가지고 하는 건 아니니까 출동하시죠.|しかし！　逆に考えれば、これは力を証明するチャンスでもあります。\n帝国軍を撃退し、本部に司令官の実力を知らしめましょう！
50154|현재 제국군은 일 열 대형으로 진격 중입니다.\n이럴 경우 방어형 파일럿이 가장 앞에 서는 것이 유리합니다.\n[00DEFF]{0}[-]님 진형을 변경 해주세요.|帝国軍の部隊は一列縦隊ですね。\nこれなら、防御型パイロットを前線に立たせると有利に戦えます。\n司令官、陣形を変更してください。
50155|와우! 돌아오셨군요. 어디보자… \n이번에 획득한 전리품 중 파일럿 유닛의 등급을 강화 할 수 있는 부품들이 있네요.|おかえりなさい！　戦利品は……っと。\n今回獲得した戦利品にはパイロットユニットの等級を強化できるものがありますね。
50156|아! 유닛 등급이 올라가면서 새로운 스킬을 사용할 수 있게 되었습니다.\n이런 스킬들은 전투에서 큰 도움이 될 테니 앞으로 많이 신경 써주실 거라 믿어요.|ユニットがアップグレードされたことで新しいスキルを覚えたみたいです。\n戦闘を有利に進められるので、今後も積極的にユニットの強化を行ってくださいね。
50157|[00DEFF]{0}[-]님, 섬의 북쪽에서 높은 [A200FF]오비디언스[-] 수치를 가진 유닛이 탐지되었습니다.\n적 지휘관이 있을 것으로 추정되니 출동 하셔야 할 것 같습니다.|[00DEFF]{0}[-]司令官、島の北側で高い[A200FF]オビディオンス[-]を持ったユニットが探知されました！\n恐らく帝国軍の指揮官と思われます。出撃命令を！
50158|피치 섬에 있는 제국 수색부대는 이제 모두 괴멸된 것 같습니다.|報告します。ピーチアイランドの帝国軍は全て撃退したようです。
50159|하하하! 큰소리 치더니 샘통이다.\n자, 이제 목숨을 내놓으시지?|ふふん、[0099FF]Goddess Kiss[-]を甘く見るからよ！　さぁ、トドメを……。
50160|레나씨 잠깐만요.\n제국군 지휘관들을 죽여선 안돼요. 단지 [EC0028]카인[-]에게 세뇌되었을 뿐이니까.|レナ、トドメはさしちゃダメ。\n彼女はカインに洗脳されているだけだから。
50161|해, 해방?|か、解放？
50162|네, [00DEFF]{0}[-]님 몸 속에 있는 [F8FF34]리버레이션 항체[-]가 바이러스를 해방하죠.\n제국군의 [A200FF]오비디언스[-]에 세뇌된 지휘관들을 치료할 수 있고요.\n설마, 아직도 그걸 몰랐어요?|そう、帝国軍の[A200FF]オビディオンス[-]に洗脳された指揮官を治療することができるのは、\n[F8FF34]リべレーション[-]である司令官だけ。\n司令官の体の中にある[F8FF34]リベレーション抗体[-]がウイルスを除去するの。\nまさか、知らなかったの？
50163|[00DEFF]{0}[-]님 몸 속에 항체가 있다는 건 알고 있지만...그럼, 저, 정말 하는 건가요? 지금!? 여기서!?|[F8FF34]リベレーション[-]には洗脳を解く力があるって、確かに聞いた事あるけど……。\nでも、どうやって洗脳を解くの？
50164|아… 아…나는 에밀리 윈저… 여… 여긴!?|う、ううん……。ここは……？
50165|어디긴 어디야! 피치 섬이지.\n너희가 변태처럼 섬 구석구석 음탕하게 염탐하고 다녔잖아?|ここはピーチアイランド。\nあなたが帝国軍の一員として諜報活動を行ってた島だよ。
50166|제국군… \n그럼, 내가 정상으로 돌아온 건 혹시 당신 덕분에!?|帝国軍……。も、もしかしてあたし洗脳されていた！？\nそれを戻してくれたのはこの人、なの？
50167|맞아 맞아.\n[00DEFF]{0}[-]님이 당신을 해방시켜 주셨다고~ 정말 고맙지 않아?|そう、ダーリンがあなたを解放したの！\n解除方法にはちょっとうらやま……驚いたけど。
50168|그건 그렇고, 왜?\n이 먼 곳까지 제국군이 온 거죠?|洗脳された時の記憶が残っていれば、の話ですが\nどうして帝国軍がこんな遠方まできたのか、何か覚えていますか？
50169|음, [0099FF]여신의 키스[-]가 패배한 뒤로 제국은 [0099FF]리프[-]의 본거지를 찾아 파괴할 목적으로 이곳 저곳을 수색하고 있어요. 나는 수색 지휘관으로 이곳으로 오게 되었죠.|[0099FF]Goddess Kiss[-]の司令官が戦死してから、帝国軍は[0099FF]R.E.A.P.[-]の本拠地を捜索しているの。\nあたしはその捜索部隊の指揮官として操られていたみたいね……。
