key|EBSS_Kr|EBSS_Jp
10060078|前日たっぷり眠ってたって、ティナから聞いてたからな。|前日たっぷり眠ってたって、ティナから聞いてたからな。
10060079|うぐっ！！|うぐっ！！
10060080|ふふっ、怠けた分はきちんと働いてもらわないとね。|ふふっ、怠けた分はきちんと働いてもらわないとね。
10060081|しかし、こんなことになったのもすべてはこの夜襲のせいですわ。\nティナさんだって、そろそろうたた寝くらいしそうですもの。|しかし、こんなことになったのもすべてはこの夜襲のせいですわ。\nティナさんだって、そろそろうたた寝くらいしそうですもの。
10060082|ま、まだ私は大丈夫よ！！|ま、まだ私は大丈夫よ！！
10060083|でも、これ以上長引けば不利なのは人数が少ないこちら側ね。\n尻尾をうまく捕まえられれば……。|でも、これ以上長引けば不利なのは人数が少ないこちら側ね。\n尻尾をうまく捕まえられれば……。
10060084|そう言ってもう何日になるの？\n一体いつになったら敵の基地がわかるのよ！|そう言ってもう何日になるの？\n一体いつになったら敵の基地がわかるのよ！
10060085|今情報室が懸命に探っているから、待ってほしい。\n皆に負担をかけさせていることは重々承知しているが……。|今情報室が懸命に探っているから、待ってほしい。\n皆に負担をかけさせていることは重々承知しているが……。
10060086|ダーリンを責めても仕方ないよ、エっちゃん。\n私達のために駆け回ってること知ってるでしょ？|ダーリンを責めても仕方ないよ、エっちゃん。\n私達のために駆け回ってること知ってるでしょ？
10060087|別に司令官を責めてるわけじゃないけど……はぁ。|別に司令官を責めてるわけじゃないけど……はぁ。
10060088|エミリー……。|エミリー……。
10060089|……あたし、警備に戻る。|……あたし、警備に戻る。
10060090|このままじゃ敵の思惑通りですね。|このままじゃ敵の思惑通りですね。
10060091|そうだな。どうにかしないと……。|そうだな。どうにかしないと……。
10060092|ザザザッ。|ザザザッ。
10060093|あら？ダーリン、無線が反応してるよ？|あら？ダーリン、無線が反応してるよ？
10060094|司令、ご報告があります。|司令、ご報告があります。
10060095|あぁ、俺だ。何か状況に変化があったのか？|あぁ、俺だ。何か状況に変化があったのか？
10060096|先ほど、敵の基地を発見したと報告がありました！\n至急、部隊を向かわせましょうか？|先ほど、敵の基地を発見したと報告がありました！\n至急、部隊を向かわせましょうか？
10060097|え……今、敵の基地を発見したって聞こえたんだけど……？|え……今、敵の基地を発見したって聞こえたんだけど……？
10060098|ようやくですわね！！|ようやくですわね！！
10060099|よくやった。部隊はこちらで編成し向かわせよう。\n周辺の部隊は待機するように。|よくやった。部隊はこちらで編成し向かわせよう。\n周辺の部隊は待機するように。
10060100|了解しました。|了解しました。
10060101|夜襲部隊が今こちらに向かっているとすればあっちの警備は薄い……。\n奇襲には奇襲を、というところでしょうか。|夜襲部隊が今こちらに向かっているとすればあっちの警備は薄い……。\n奇襲には奇襲を、というところでしょうか。
10060102|敵の基地がわかればこっちのものですわ。\n司令官、早速部隊の編成をいたしましょう。|敵の基地がわかればこっちのものですわ。\n司令官、早速部隊の編成をいたしましょう。
10060103|やーっとこの生活が終わるなんて嬉しいよぉ。|やーっとこの生活が終わるなんて嬉しいよぉ。
10060104|よし、基地破壊作戦を決行しよう。\n行くぞ、みんな！！|よし、基地破壊作戦を決行しよう。\n行くぞ、みんな！！
10060105| To Be Continued| To Be Continued
10070001|随分静かね……。\nやっぱり夜襲のために部隊が出払っているようだわ。|随分静かね……。\nやっぱり夜襲のために部隊が出払っているようだわ。
10070002|奇襲には奇襲を……理解はできるでありますが、本当に勢いで来てよかったのでありますか？|奇襲には奇襲を……理解はできるでありますが、本当に勢いで来てよかったのでありますか？
10070003|むしろ今しかないわ。相手に勘づかれれば対策を講じられる。\nこの機会を逃せばより基地の警備が厳重になるわ。|むしろ今しかないわ。相手に勘づかれれば対策を講じられる。\nこの機会を逃せばより基地の警備が厳重になるわ。
10070004|攻勢に回れるのは今しかないでありますね。\n了解しました、ついていくであります。|攻勢に回れるのは今しかないでありますね。\n了解しました、ついていくであります。
10070005|じゃあ……私が皆さんに道を指し示しましょう……。|じゃあ……私が皆さんに道を指し示しましょう……。
10070006|おぉ！！　ユリア殿の予知能力があれば百人力であります！|おぉ！！　ユリア殿の予知能力があれば百人力であります！
10070007|しっ。声が大きいですよ、アリエルさん。|しっ。声が大きいですよ、アリエルさん。
10070008|おっとと、危ないであります。\nでは裏口からこっそりと……。|おっとと、危ないであります。\nでは裏口からこっそりと……。
10070009|待って！　数10秒後に巡回の兵士に見つかるビジョンが……。|待って！　数10秒後に巡回の兵士に見つかるビジョンが……。
10070010|皆、身を隠して！|皆、身を隠して！
10070011|ザッザッザ……。|ザッザッザ……。
10070012|……異常はないな。よし、次のポイントへ向かうぞ。|……異常はないな。よし、次のポイントへ向かうぞ。
10070013|ザッザッザ……。|ザッザッザ……。
10070014|もう……大丈夫そうです……。|もう……大丈夫そうです……。
10070015|ふ、ふう。あの時に出ていたら危なかったであります。\n助かったであります……。|ふ、ふう。あの時に出ていたら危なかったであります。\n助かったであります……。
10070016|じゃあ、基地内部へ潜入するわよ。|じゃあ、基地内部へ潜入するわよ。
10070017|作戦目標は基地の中核……メインシステムですね。\n今の警備ならそう難しくはないはずです。いきましょう。|作戦目標は基地の中核……メインシステムですね。\n今の警備ならそう難しくはないはずです。いきましょう。
10070018|基地侵入後、ティナ達はユリアの予知能力により危機を回避し中核へと歩みを進める。|基地侵入後、ティナ達はユリアの予知能力により危機を回避し中核へと歩みを進める。
10070019|そして、ついに目的のエリアへたどり着いたのであった。|そして、ついに目的のエリアへたどり着いたのであった。
10070020|ここがメインシステムのあるエリアね。\nこの奥に目的のものが……。|ここがメインシステムのあるエリアね。\nこの奥に目的のものが……。
10070021|……ッ！？|……ッ！？
10070022|ユリアさん、どうかされましたか？|ユリアさん、どうかされましたか？
10070023|……右から巡回兵。いや、でも左に逃げても別の兵士が……。\n後ろからも……！？|……右から巡回兵。いや、でも左に逃げても別の兵士が……。\n後ろからも……！？
10070024|囲まれた、というわけではないだろうけど、ユリアの様子を見る限り逃げ道はないといったところかしら。|囲まれた、というわけではないだろうけど、ユリアの様子を見る限り逃げ道はないといったところかしら。
10070025|いくら警備が手薄とはいえ、基地内で発見されたら大勢の兵士が集まってきますよ……！？|いくら警備が手薄とはいえ、基地内で発見されたら大勢の兵士が集まってきますよ……！？
10070026|い、いや、こういう時こそ焦ってはだめであります。\n……ここはティナ殿と自分が敵を引きつけるであります。|い、いや、こういう時こそ焦ってはだめであります。\n……ここはティナ殿と自分が敵を引きつけるであります。
10070027|そんなっ！？|そんなっ！？
10070028|その間に二人はメインシステムを乗っ取って基地の機能を停止させるでありますよ。|その間に二人はメインシステムを乗っ取って基地の機能を停止させるでありますよ。
10070029|で、でももし無理だったら……。|で、でももし無理だったら……。
10070030|自分らは信じて戦うのみであります！|自分らは信じて戦うのみであります！
10070031|戦闘能力を考えると、それしかないわね。\nでは二手に分かれて……。|戦闘能力を考えると、それしかないわね。\nでは二手に分かれて……。
10070032|む、そこにいるのは誰だ！？|む、そこにいるのは誰だ！？
10070033|くっ、もうそこまで……！？　さぁ、早く行って！|くっ、もうそこまで……！？　さぁ、早く行って！
10070034|必ずやり遂げて見せます！\nだから、二人ともご無事で！！|必ずやり遂げて見せます！\nだから、二人ともご無事で！！
10070035| To Be Continued| To Be Continued
10070036|てやああああぁぁあ！！|てやああああぁぁあ！！
10070037|ババババッ！！|ババババッ！！
10070038|ぐああぁっ！！|ぐああぁっ！！
10070039|こ、この数に囲まれながらここまで戦えるとは……！\nだが夜襲によりだいぶ疲弊しているだろう？|こ、この数に囲まれながらここまで戦えるとは……！\nだが夜襲によりだいぶ疲弊しているだろう？
10070040|耐えれば必ず二人が任務を成功させてくれるであります。\nだから、力尽きるまで戦うでありますよ！！|耐えれば必ず二人が任務を成功させてくれるであります。\nだから、力尽きるまで戦うでありますよ！！
10070041|な、なんだと！？|な、なんだと！？
10070042|ダダダダダダッ！！|ダダダダダダッ！！
10070043|ぐうぅ……こ、ここまでとは……。|ぐうぅ……こ、ここまでとは……。
10070044|アリエル、縁起でもないこと言わないで！\n無事に基地へ帰還するとローズ達に約束したでしょう。|アリエル、縁起でもないこと言わないで！\n無事に基地へ帰還するとローズ達に約束したでしょう。
10070045|そ、そうでありました……。|そ、そうでありました……。
10070046|いい？　絶対ここで食い止めるわよ！|いい？　絶対ここで食い止めるわよ！
10070047|ティナ殿、了解であります！！|ティナ殿、了解であります！！
10070048|一方、その頃……。|一方、その頃……。
10070049|ここがメインシステム……ティナさん達が敵をひきつけてくれているから、なんとか入れましたね……。|ここがメインシステム……ティナさん達が敵をひきつけてくれているから、なんとか入れましたね……。
10070050|そうですね。時間を稼いでくれている間になんとかしないと。\nえーっと、ユリアさんはそっちをお願いしてもいいですか？|そうですね。時間を稼いでくれている間になんとかしないと。\nえーっと、ユリアさんはそっちをお願いしてもいいですか？
10070051|わかりました……。こう、かな……。|わかりました……。こう、かな……。
10070052|カタカタカタ……。|カタカタカタ……。
10070053|メインシステムの起動を……確認……。|メインシステムの起動を……確認……。
10070054|あとはこれをこうして、っと。\n少しかかりそうですが、なんとか二人できそうですね。|あとはこれをこうして、っと。\n少しかかりそうですが、なんとか二人できそうですね。
10070055|待っていてください。\nティナさん、アリエルさん！|待っていてください。\nティナさん、アリエルさん！
10070056|10分後……。|10分後……。
10070057|これで、任務は遂行できたでしょうか……？|これで、任務は遂行できたでしょうか……？
10070058|えぇ、これでメインシステムはこちらのもののはずです。\n通信システムもダウンしているので、味方が攻めてきても応援を呼べないでしょう。|えぇ、これでメインシステムはこちらのもののはずです。\n通信システムもダウンしているので、味方が攻めてきても応援を呼べないでしょう。
10070059|やっとこれで……。|やっとこれで……。
10070060|ドォォォォォン！！！|ドォォォォォン！！！
10070061|きゃあああぁぁーーー！！|きゃあああぁぁーーー！！
10070062|だいぶ戦闘が激化している……ようです……。\n早く司令官に作戦成功したことを伝えないと……。|だいぶ戦闘が激化している……ようです……。\n早く司令官に作戦成功したことを伝えないと……。
10070063|ドドォン！！……グラグラッ！|ドドォン！！……グラグラッ！
10070064|す、すごい衝撃で……あっ！！|す、すごい衝撃で……あっ！！
10070065|……ポチッ。|……ポチッ。
10070066|衝撃でふらつきましたが、なんとか……支えられました。\nでも今、何かボタンを押した気がします……。|衝撃でふらつきましたが、なんとか……支えられました。\nでも今、何かボタンを押した気がします……。
10070067|不正な操作を確認しました。\nメインシステムは第三者によって操作されていると認識します。|不正な操作を確認しました。\nメインシステムは第三者によって操作されていると認識します。
10070068|ユリアさん、そのボタンって……。|ユリアさん、そのボタンって……。
10070069|機密保持のため、自爆機能を作動します。\n総員、速やかに基地から退避してください。|機密保持のため、自爆機能を作動します。\n総員、速やかに基地から退避してください。
10070070|……てへ。|……てへ。
10070071|カウントダウン開始。\n600…599…598…597……。|カウントダウン開始。\n600…599…598…597……。
10070072|こ、これはまずいですよ～！\n早く逃げないと！！|こ、これはまずいですよ～！\n早く逃げないと！！
10070073|今すぐ逃げないと……。その、ビジョンが……見えます……。|今すぐ逃げないと……。その、ビジョンが……見えます……。
10070074|こ、こんな時に予知しないでいいですから！\nあぁっ、途中でティナさん達にも伝えないと！！|こ、こんな時に予知しないでいいですから！\nあぁっ、途中でティナさん達にも伝えないと！！
10070075|さぁ。行きましょう、ユリアさん！！|さぁ。行きましょう、ユリアさん！！
10070076|ドォォンン！！|ドォォンン！！
10070077|き、基地が爆破されて燃え上がっている……。\nティナさん達は、あの中に？|き、基地が爆破されて燃え上がっている……。\nティナさん達は、あの中に？
10070078|メインシステムを乗っ取り、そのまま味方の部隊を突入させるはずだったんだが……。|メインシステムを乗っ取り、そのまま味方の部隊を突入させるはずだったんだが……。
10070079|そんな……。あんな中にいて、助かるはずがないじゃん……。\n皆、死んじゃった、のかな？|そんな……。あんな中にいて、助かるはずがないじゃん……。\n皆、死んじゃった、のかな？
10070080|バカレナ！　縁起でもないこと言うんじゃないわよぉ！！|バカレナ！　縁起でもないこと言うんじゃないわよぉ！！
10070081|そ、そうだよね。ごめんねエっちゃん。\nみんな強いし、きっと大丈夫だよね！|そ、そうだよね。ごめんねエっちゃん。\nみんな強いし、きっと大丈夫だよね！
10070082|しかし、警報が発されてから爆破まで、そう時間はありませんでしたわ。\nい、いえ。もしかしたら……。|しかし、警報が発されてから爆破まで、そう時間はありませんでしたわ。\nい、いえ。もしかしたら……。
10070083|何か心あたりがあるのか？|何か心あたりがあるのか？
10070084|可能性の話ですが、もしや別の出口があるんじゃないかと……。\n隠密に行動する部隊を要していたようですし。|可能性の話ですが、もしや別の出口があるんじゃないかと……。\n隠密に行動する部隊を要していたようですし。
10070085|少しでも……少しでも可能性があるなら私は探すわ！！|少しでも……少しでも可能性があるなら私は探すわ！！
10070086|その意気ですわ！　さぁ、ティナさん達を見つけましょう！！|その意気ですわ！　さぁ、ティナさん達を見つけましょう！！
10070087|こうしてティナ達の捜索がはじまった。\nしかし、崩壊する基地周辺の捜索は困難を極めたのであった……。|こうしてティナ達の捜索がはじまった。\nしかし、崩壊する基地周辺の捜索は困難を極めたのであった……。
10070088|ちょっと、こっちにきて！！|ちょっと、こっちにきて！！
10070089|えっ、これってアリエルちゃん達のユニット！？\nわぁぁぁ、やっぱり生きてたんだ！！|えっ、これってアリエルちゃん達のユニット！？\nわぁぁぁ、やっぱり生きてたんだ！！
10070090|レアが言っていた通り、隠し通路があったようね……。\nでも、このユニット……。|レアが言っていた通り、隠し通路があったようね……。\nでも、このユニット……。
10070091|動いてない……ですわね……。|動いてない……ですわね……。
10070092|うぅ、なんで動かないんだろう？|うぅ、なんで動かないんだろう？
10070093|ユニットの損傷はひどいですが、内部に影響があるかは……。\n司令、開けてみましょう。|ユニットの損傷はひどいですが、内部に影響があるかは……。\n司令、開けてみましょう。
10070094|……そうだな。エミリー、頼む。|……そうだな。エミリー、頼む。
10070095|ごくり……。|ごくり……。
10070096|ガチャガチャ……ガコッ。|ガチャガチャ……ガコッ。
10070097|コ、コックピットを開けるわよ……。|コ、コックピットを開けるわよ……。
10070098|ギギ……ギィィィ……。|ギギ……ギィィィ……。
10070099|(お願い、生きていてくださいませ！)|(お願い、生きていてくださいませ！)
10070100|(まだ皆とお別れしたくないよぉ……)|(まだ皆とお別れしたくないよぉ……)
10070101|…………。|…………。
10070102|無事、なのか？|無事、なのか？
10070103|身体は無事なようだけど、えっと……あっ……。|身体は無事なようだけど、えっと……あっ……。
10070104|エっちゃん、どう？|エっちゃん、どう？
10070105|い、生きてるわ……！|い、生きてるわ……！
10070106|ほんとだーーーーー！\nみんな、寝てるだけだよ！！！|ほんとだーーーーー！\nみんな、寝てるだけだよ！！！
10070107|まったく、驚かせてくれますわね！|まったく、驚かせてくれますわね！
10070108|はぁ、よかった……。|はぁ、よかった……。
10070109|夜襲続きでもともと寝不足だったし、脱出できたしで、寝ちゃったのかなぁ♪|夜襲続きでもともと寝不足だったし、脱出できたしで、寝ちゃったのかなぁ♪
10070110|どうでしょう？\nでも、大事がないようで、よかったですわ。|どうでしょう？\nでも、大事がないようで、よかったですわ。
10070111|これでまた皆と遊べる！\nはぁ～、なんかほっとしたら、あたしまで眠気が……。|これでまた皆と遊べる！\nはぁ～、なんかほっとしたら、あたしまで眠気が……。
10070112|ちょ、ちょっとレナさん。\n眠るのは帰ってからにしてくれません？|ちょ、ちょっとレナさん。\n眠るのは帰ってからにしてくれません？
10070113|レナの気持ちも分かるわ。ここまで緊張続きだったからね……。\nこれで終わりだと思うと、気も抜けちゃうわ。|レナの気持ちも分かるわ。ここまで緊張続きだったからね……。\nこれで終わりだと思うと、気も抜けちゃうわ。
10070114|後のことは他の部隊に任せるから、エミリー達は先に基地へ帰還しててくれ。\n今まで頑張った分、ゆっくり休んでくれよな。|後のことは他の部隊に任せるから、エミリー達は先に基地へ帰還しててくれ。\n今まで頑張った分、ゆっくり休んでくれよな。
10070115|あら、いいんですの？\nでは、お言葉に甘えて♪|あら、いいんですの？\nでは、お言葉に甘えて♪
10070116|わーい！　帰っていっぱい寝るよーー！|わーい！　帰っていっぱい寝るよーー！
10070117|じゃあ、ティナ達を連れて基地へ帰るわよ。\nこれでようやく、のんびりできるわね。|じゃあ、ティナ達を連れて基地へ帰るわよ。\nこれでようやく、のんびりできるわね。
10070118|数日後、訓練にて――。|数日後、訓練にて――。
10070119|おいっ、そんなトロトロした動きで敵が倒せると思っているのか！？\nこの腑抜けどもが！！！|おいっ、そんなトロトロした動きで敵が倒せると思っているのか！？\nこの腑抜けどもが！！！
10070120|……すっかり夜型の生活になっちゃって、昼が辛いわ。|……すっかり夜型の生活になっちゃって、昼が辛いわ。
10070121|ぐう、ぐう……むにゃむにゃ。|ぐう、ぐう……むにゃむにゃ。
10070122|はぁ、いつものように怒る気力もないなんて。|はぁ、いつものように怒る気力もないなんて。
10070123|この状態で眠れるって、ほんとレナは神経図太いわねー。\n羨ましいくらいだわ。|この状態で眠れるって、ほんとレナは神経図太いわねー。\n羨ましいくらいだわ。
10070124|ど、同感であります……。\n夜は眠れないし、日中は以前と同じく激しい訓練で……ふぁぁ。あ、欠伸が。|ど、同感であります……。\n夜は眠れないし、日中は以前と同じく激しい訓練で……ふぁぁ。あ、欠伸が。
10070125|アリエル。貴様、よほど私に殺されたいようだなぁ？|アリエル。貴様、よほど私に殺されたいようだなぁ？
10070126|ひ、ひぃっ！！　なんで自分だけ！？|ひ、ひぃっ！！　なんで自分だけ！？
10070127|貴様らが先日の作戦で功績をたてたのは認めるが、私の訓練をサボッっていいなどとは言っていないぞ！！！！！|貴様らが先日の作戦で功績をたてたのは認めるが、私の訓練をサボッっていいなどとは言っていないぞ！！！！！
10070128|ちょ、ちょっと待っ……。\nミオン殿、早まらないでほしいでありますうう！！|ちょ、ちょっと待っ……。\nミオン殿、早まらないでほしいでありますうう！！
10070129|敵の基地が破壊されたことにより、ようやく夜襲から解放された隊員達。\nしかし、こってりしぼられたアリエルを見て真の地獄はこれからなのだと悟る。|敵の基地が破壊されたことにより、ようやく夜襲から解放された隊員達。\nしかし、こってりしぼられたアリエルを見て真の地獄はこれからなのだと悟る。
10070130|一刻も早く生活リズムを戻さねば……そう一同は決意するのであった。|一刻も早く生活リズムを戻さねば……そう一同は決意するのであった。
10070131|END|END
10080001|よーし、これで明日の準備は完璧であります！|よーし、これで明日の準備は完璧であります！
10080002|部隊の地域活動とはいえ、この量のクリスマスプレゼントを用意するのは骨が折れましたね。\nここまでしたのですから明日は上手くいってほしいものです。|部隊の地域活動とはいえ、この量のクリスマスプレゼントを用意するのは骨が折れましたね。\nここまでしたのですから明日は上手くいってほしいものです。
10080003|確かに大変だったけど、子供たちの笑顔が見れるならお安い御用だわ。|確かに大変だったけど、子供たちの笑顔が見れるならお安い御用だわ。
10080004|ティナさんは子供好きなんですか？|ティナさんは子供好きなんですか？
10080005|好きというか……子供の頃はよくこういうイベントにはお世話になったからかしら？\n今度は自分が笑顔にできるんだって思うと嬉しいのかも。|好きというか……子供の頃はよくこういうイベントにはお世話になったからかしら？\n今度は自分が笑顔にできるんだって思うと嬉しいのかも。
10080006|……そういえばティナさんは孤児院出身でいらっしゃいましたね。|……そういえばティナさんは孤児院出身でいらっしゃいましたね。
10080007|じゃあ、明日はたくさんプレゼントを配って街中を笑顔にするであります！！|じゃあ、明日はたくさんプレゼントを配って街中を笑顔にするであります！！
10080008|ふふっ、そうですね。\nでは、今日のところは時間も時間ですし、居室に戻りましょうか。|ふふっ、そうですね。\nでは、今日のところは時間も時間ですし、居室に戻りましょうか。
10080009|あっ、戸締まりは私がしておきますね。\n盗まれたりしたら大変ですから。|あっ、戸締まりは私がしておきますね。\n盗まれたりしたら大変ですから。
10080010|プレゼントの保管担当はあのミオン殿でありますよ？\n盗もうとか考える命知らずはいないでありますよ～。|プレゼントの保管担当はあのミオン殿でありますよ？\n盗もうとか考える命知らずはいないでありますよ～。
10080011|う～ん、だといいんですが……。|う～ん、だといいんですが……。
10080012|こうして部隊イベントを明日に控えた面々は深い眠りについたのであった。|こうして部隊イベントを明日に控えた面々は深い眠りについたのであった。
10080013|そして翌朝……。|そして翌朝……。
10080014|あああぁぁぁ～～！|あああぁぁぁ～～！
10080015|プレゼントが……。|プレゼントが……。
10080016|どこにもない……！？|どこにもない……！？
10080017|お、おかしいであります！\n鍵だってかかってたはずであります！！|お、おかしいであります！\n鍵だってかかってたはずであります！！
10080018|……残念ながら、壊されているようですね。|……残念ながら、壊されているようですね。
10080019|えぇ！？|えぇ！？
10080020|一体、誰がこんなことを……。|一体、誰がこんなことを……。
10080021|なんだ貴様ら、朝から難しそうな顔をしているな。\n今日は地域活動の日だろう？|なんだ貴様ら、朝から難しそうな顔をしているな。\n今日は地域活動の日だろう？
10080022|うっ。ミ、ミオンさん……。|うっ。ミ、ミオンさん……。
10080023|もう少し楽しそうにしておけ。司令がまた拗ねるからな。\n……で、ここに保管しておいたプレゼントはどうした？|もう少し楽しそうにしておけ。司令がまた拗ねるからな。\n……で、ここに保管しておいたプレゼントはどうした？
10080024|ぎくっ！|ぎくっ！
10080025|え、え～っと……。|え、え～っと……。
10080026|すみません、朝来たらなくなっていたんです。|すみません、朝来たらなくなっていたんです。
10080027|なんだと……？|なんだと……？
10080028|昨夜はきちんと確認したのですが、朝きたら鍵が壊されていて……。|昨夜はきちんと確認したのですが、朝きたら鍵が壊されていて……。
10080029|ふふふ、よっぽど私に殺されたい奴がいるらしいな！！！|ふふふ、よっぽど私に殺されたい奴がいるらしいな！！！
10080030|(ひいいいぃぃ！　あの鬼軍曹が本気で怒っているであります！！)|(ひいいいぃぃ！　あの鬼軍曹が本気で怒っているであります！！)
10080031|まだイベントまで時間はありますし、探しましょう。\n諦めるには、まだ早いです。|まだイベントまで時間はありますし、探しましょう。\n諦めるには、まだ早いです。
10080032|それがよろしいかと！\nこ、ここにあまり長居したくはないですし……。|それがよろしいかと！\nこ、ここにあまり長居したくはないですし……。
10080033|ふう、仕方ないから私も手伝ってやる。|ふう、仕方ないから私も手伝ってやる。
10080034|よいのですか？|よいのですか？
10080035|一応プレゼントの保管担当だからな。\nそれに、犯人にはたっぷりお返しをせねば……！|一応プレゼントの保管担当だからな。\nそれに、犯人にはたっぷりお返しをせねば……！
10080036|りょ、了解であります……。\nそうと決まれば早速手分けして探すのでありますよ。|りょ、了解であります……。\nそうと決まれば早速手分けして探すのでありますよ。
10080037|いいか、任務をこなす時くらい真剣にやれ！\n手を抜くなんてことは許さないからな！！|いいか、任務をこなす時くらい真剣にやれ！\n手を抜くなんてことは許さないからな！！
10080038| To Be Continued| To Be Continued
10080039|…………。|…………。
10080040|(な、なんだかとても……。)|(な、なんだかとても……。)
10080041|…………。|…………。
10080042|(気まずい……。)|(気まずい……。)
10080043|今のところプレゼントらしきものは見当たりませんね。\nもう少し向こうを探してみましょう。|今のところプレゼントらしきものは見当たりませんね。\nもう少し向こうを探してみましょう。
10080044|あぁ、さっさといくぞ。|あぁ、さっさといくぞ。
10080045|イライザはよく機嫌の悪いミオンさんと話せるわね。|イライザはよく機嫌の悪いミオンさんと話せるわね。
10080046|それも、イライザさんの才能のなせる技なのでしょうか？|それも、イライザさんの才能のなせる技なのでしょうか？
10080047|いえ、そんなことないですよ。\nミオンさんの色は力強いですが、優しい色も混じっているんです。|いえ、そんなことないですよ。\nミオンさんの色は力強いですが、優しい色も混じっているんです。
10080048|音を色として認識する、イライザの特殊能力ね。\nでもなんていうかすごく……不機嫌なだけな気もするけれど。|音を色として認識する、イライザの特殊能力ね。\nでもなんていうかすごく……不機嫌なだけな気もするけれど。
10080049|そう見えるだけですよ。\nなんだか色々誤解されやすいんですね、ミオンさんは。|そう見えるだけですよ。\nなんだか色々誤解されやすいんですね、ミオンさんは。
10080050|ま、まぁいつもわたくしたちをしごいておられますし……。|ま、まぁいつもわたくしたちをしごいておられますし……。
10080051|おい、何を後ろでごちゃごちゃ話してるんだ。\nさっさと次へいくぞ。|おい、何を後ろでごちゃごちゃ話してるんだ。\nさっさと次へいくぞ。
10080052|いえ、なんでもございません！\nええっと、次の場所は……。|いえ、なんでもございません！\nええっと、次の場所は……。
10080053|ちょっと待ってください。\n誰かがこちらに向かってきているようです。|ちょっと待ってください。\n誰かがこちらに向かってきているようです。
10080054|あれは……司令官だわ。|あれは……司令官だわ。
10080055|はぁ、はぁ。ここにいたのか、探したぞ。|はぁ、はぁ。ここにいたのか、探したぞ。
10080056|どうした、司令。\n私たちは緊急任務中だぞ？|どうした、司令。\n私たちは緊急任務中だぞ？
10080057|さっきアリエルから話は聞いたよ。\nミオンたちが探しているのは、これだろ？|さっきアリエルから話は聞いたよ。\nミオンたちが探しているのは、これだろ？
10080058|……これは探してたプレゼント！？|……これは探してたプレゼント！？
10080059|他にもあるんですか？|他にもあるんですか？
10080060|いや、今、基地の各所で発見報告が相次いでいるよ。\n皆で探せばあっという間だ。|いや、今、基地の各所で発見報告が相次いでいるよ。\n皆で探せばあっという間だ。
10080061|わざわざ盗んだプレゼントを基地の各所に？\n犯人の思考がまったく読めん。|わざわざ盗んだプレゼントを基地の各所に？\n犯人の思考がまったく読めん。
10080062|何にしても、時間はまだありますし別の場所を探しているアリエルさんにも伝えましょう。|何にしても、時間はまだありますし別の場所を探しているアリエルさんにも伝えましょう。
10080063|そういえば、アリエルの合流が遅いわね。\nさっきから一人だけいないような……あっ。|そういえば、アリエルの合流が遅いわね。\nさっきから一人だけいないような……あっ。
10080064|……あの中庭でユニットに乗ってるの、アリエルさんじゃないですか？|……あの中庭でユニットに乗ってるの、アリエルさんじゃないですか？
10080065|た、助けてほしいであります～～～！|た、助けてほしいであります～～～！
10080066|何か叫んでいらっしゃいますね。|何か叫んでいらっしゃいますね。
10080067|基地周辺も捜索しようとユニットに乗ったら制御できなくなったであります～～！\nうわわっ、そっちはだめであります！！|基地周辺も捜索しようとユニットに乗ったら制御できなくなったであります～～！\nうわわっ、そっちはだめであります！！
10080068|くっ、こっちにくるわ……！|くっ、こっちにくるわ……！
10080069|危ない！！|危ない！！
10080070|ガシャーン！！！|ガシャーン！！！
10080071|うぅっ、冗談というわけではなさそうですね……。\nこのままでは基地が滅茶苦茶に……。|うぅっ、冗談というわけではなさそうですね……。\nこのままでは基地が滅茶苦茶に……。
10080072|どうにかしてアリエルのユニットを止めないと！|どうにかしてアリエルのユニットを止めないと！
10080073|ユニットが動かなくなるまで徹底的にやるしかないようだな。|ユニットが動かなくなるまで徹底的にやるしかないようだな。
10080074|えええぇぇぇ～～っ！\n自分のせいではないのにひどいであります！|えええぇぇぇ～～っ！\n自分のせいではないのにひどいであります！
10080075|気持ちはわかりますが、基地のためなので……。|気持ちはわかりますが、基地のためなので……。
10080076|わわわっ、待つでありますよ～～！|わわわっ、待つでありますよ～～！
10080077| To Be Continued| To Be Continued
10080078|プシュウウウゥゥ……。|プシュウウウゥゥ……。
10080079|あちゃ～、また派手にやられたねぇ。\n修理には時間かかるかもしれないよ。|あちゃ～、また派手にやられたねぇ。\n修理には時間かかるかもしれないよ。
10080080|よくここまでやられたというか…やったというか。|よくここまでやられたというか…やったというか。
10080081|基地を守るためとはいえ、少々やりすぎましたでしょうか。\nアリエルさんも気を失っておられますし。|基地を守るためとはいえ、少々やりすぎましたでしょうか。\nアリエルさんも気を失っておられますし。
10080082|特に大きな怪我もないみたいだし、そのうち目を覚ますわよ。\nそれより、あの暴走の正体を探らないと。|特に大きな怪我もないみたいだし、そのうち目を覚ますわよ。\nそれより、あの暴走の正体を探らないと。
10080083|ただのユニットの故障ならばいいのだがな。|ただのユニットの故障ならばいいのだがな。
10080084|ふむ、ふんふん……。|ふむ、ふんふん……。
10080085|ガチャガチャ。|ガチャガチャ。
10080086|んー……。|んー……。
10080087|どう？|どう？
10080088|不正に改造された形跡があるね。\nユニットの故障じゃないみたい。|不正に改造された形跡があるね。\nユニットの故障じゃないみたい。
